Vehicle_ID,Distance_Traveled,Battery_Capacity,Processing_Capability,Available_Storage,Number_of_Other_Tasks,Network_Latency,Number_of_Transactions,Block_Size
#00290,639.8330439,2434.801075,1.304156518,857.1044604,14,80.88098656,2790.189505,7.921080009
#00291,369.2160215,3038.624708,1.786490356,177.5001339,17,89.60233832,885.8191772,3.233011924
#00292,137.7633714,2499.056602,2.241558409,143.4620539,5,34.37586844,2855.983344,7.984761027
#00293,822.2956155,4468.944385,2.04817023,981.7836009,4,62.38971882,1361.188429,1.990462651
#00294,190.658064,4996.194832,2.115765125,620.6270977,15,147.7252762,1922.890841,4.286468512
#00295,511.8076636,3002.489063,2.829157305,835.1675858,9,122.8750867,1862.58143,4.817374434
#00296,225.0927119,3455.559044,2.433406182,264.4407607,14,104.2531867,1267.310939,7.036840864
#00297,98.74664001,2142.854502,1.603277082,662.3979214,5,88.40079676,3884.482708,3.99630077
#00298,862.3293259,2583.392342,1.962455347,479.9268687,9,70.34105076,2638.905425,4.442096893
#00299,972.9465695,2687.181517,1.201881986,278.9936232,4,87.61880096,2043.399762,9.552089229
#00300,960.8738234,3162.448742,1.595801684,605.3093725,11,21.26190196,3036.978639,5.522078044
#00301,906.6489437,4479.249829,2.875790635,314.9115049,7,134.9242824,772.1013859,9.136935993
#00302,774.2732854,3197.630816,2.386950018,134.5152921,2,168.9451822,4316.299306,2.216992255
#00303,333.8120069,4224.285829,2.98275218,943.0460235,3,82.02637332,3368.585157,9.153954952
#00304,82.0202886,3585.76966,1.83519105,228.2860639,10,160.6516297,3357.865341,7.813613672
#00305,407.8339302,3990.947614,2.051834908,568.5306042,1,93.65065422,3761.446843,1.674898605
#00306,233.001908,2591.671327,2.928545872,1009.768992,16,128.0480923,1202.756286,6.988251112
#00307,133.3551471,2116.435425,2.242845573,165.4082434,18,195.2443572,3959.802472,8.576984931
#00308,54.37375461,2740.011384,1.916466542,684.8666203,13,63.50845621,1949.218793,7.699085484
#00309,725.8687698,2303.697994,2.46138091,167.4334671,6,73.21223219,661.3701727,4.174750511
#00310,12.41603117,4108.004563,2.249787392,621.5460655,17,108.6399551,4354.392013,7.226155281
#00311,770.8101678,3707.676564,2.938936453,383.0252699,8,141.9778273,141.3676909,1.811128311
#00312,147.7996988,4381.065342,2.910898708,367.3997731,3,30.92634091,93.07906876,9.931130935
#00313,80.4425605,3207.789181,2.593983867,529.0200913,9,79.28450019,3765.990249,9.875724346
#00314,90.5134312,2781.476496,1.50767011,764.5364037,7,67.79615905,1858.724409,1.17720773
#00315,672.3757595,4583.122566,2.185399042,637.7974996,10,114.2291759,1569.158832,5.418506716
#00316,246.1218426,3696.591575,2.876984442,661.063346,14,161.9747802,1219.785661,5.139264859
#00317,421.1189272,3418.696392,1.003216855,388.202903,10,129.0386287,4525.985068,7.508063384
#00318,557.8114225,4674.031247,1.211428665,809.3861432,18,168.8841744,4478.981899,4.680691938
#00319,860.6906227,3043.43769,1.936104713,161.8869713,0,148.1668784,3430.49917,8.084825157
#00320,727.3172184,3226.706603,2.292852602,937.8493953,10,29.66353464,23.67292803,3.524652858
#00321,271.0575773,2772.333735,1.256664233,961.5252288,3,193.8449775,826.4730405,1.931798592
#00322,132.3513165,2398.122558,1.669697371,144.1432201,16,68.22888037,1813.2744,8.281911267
#00323,56.3189461,3712.688235,1.026037424,329.4040606,12,174.7849324,1430.444615,3.223415067
#00324,302.2970358,4764.026396,2.496323002,436.6513437,16,143.0727125,4636.898158,9.243151109
#00325,262.8560311,3946.406927,1.403605974,426.3589224,12,112.3766539,4936.660048,9.169463565
#00326,456.6844262,3991.581271,2.676031877,556.1614272,13,188.4490297,4389.644792,3.650951427
#00327,683.5980542,4575.27158,2.12212015,913.3080369,16,169.8355126,3668.312825,9.508071743
#00328,695.9298202,4100.363147,2.274660309,917.7595623,14,101.9394427,1880.420952,1.964672373
#00329,284.2353277,3127.821291,1.358485505,1017.788241,12,30.86744767,753.9353847,3.602902532
#00330,380.5470289,4409.975325,1.370681981,242.3178932,14,134.1858367,4067.462327,6.312375157
#00331,181.9698108,2371.992113,1.68155992,130.2219757,11,61.54798052,3874.065145,3.901987653
#00332,788.7569668,4614.406815,2.855721087,914.9058161,1,187.8621273,5.631089167,8.753962746
#00333,57.79122836,3527.425589,1.245704356,848.1582716,10,150.4336192,3076.12176,7.437794922
#00334,697.3002445,3637.464355,2.046733771,642.8197693,2,45.97932831,4469.347628,4.916569769
#00335,778.9167005,4768.026807,1.498585037,234.7499391,5,146.4664166,1206.337449,3.6299131
#00336,777.6301543,4048.039668,2.459929805,467.5212657,13,178.1170234,4656.522388,7.101648534
#00337,260.1631418,2234.505454,1.620421723,209.7592621,12,95.23704438,197.8444546,4.20107459
#00338,374.4393248,2758.718095,2.970791622,746.1561249,0,197.6744754,4831.566218,2.621293673
#00339,588.0120356,4132.299514,2.023872303,648.3868697,17,67.15165055,4644.985719,5.221064397
#00340,273.5490805,2279.363139,1.916850436,871.2196503,4,85.96106123,417.2741587,5.342298819
#00341,371.4819464,2783.890283,2.614184818,732.5196906,18,157.6977244,4097.580247,6.062587687
#00342,197.8572259,2791.061264,1.852497218,313.4854541,19,80.80004991,2278.611655,6.049770835
#00343,460.3960279,4123.125696,2.722640559,831.9972247,4,84.23707539,695.8703389,1.338602467
#00344,45.56768895,2154.86987,2.960851009,912.4206518,3,151.516919,2724.260854,6.44801421
#00345,799.9960887,3034.943425,1.64073051,356.6746599,11,182.3566256,2753.923013,8.168213179
#00346,77.87949054,3279.11878,2.748766957,230.951633,14,26.3567561,1057.090913,1.22557698
#00347,519.3163137,2219.87839,2.405213603,722.0725498,13,177.9025241,1990.142464,8.730594617
#00348,307.5032894,3375.204615,1.689435369,761.3193635,17,193.9169798,2791.422378,7.151499955
#00349,577.9654059,3594.223178,2.963979058,171.0865417,15,36.74223052,1231.401849,7.933617461
#00350,959.4739075,4912.455659,2.797488759,470.5951945,9,49.39711262,2943.524874,5.681303845
#00351,645.9246742,4620.554543,1.704821612,620.5888199,1,153.8491603,2607.253502,3.297770904
#00352,36.32707332,4791.659566,2.860819683,900.5493857,18,77.76392726,2672.961235,1.957645262
#00353,430.9720371,2812.189905,2.448281849,416.3469433,11,19.21552485,534.1188687,4.307842233
#00354,510.5068355,2450.501719,2.12252332,730.319359,19,167.4297153,663.8688174,2.055891799
#00355,536.6413172,3915.477092,1.550126623,581.7257747,13,25.57261602,1518.014487,7.058447162
#00356,681.7111181,2604.574651,1.596579568,703.119541,15,151.5634534,1856.033568,2.071117383
#00357,278.3185016,3759.446259,1.705934979,167.64148,5,153.7951253,1790.172736,9.916736114
#00358,129.7317049,2587.174504,2.844127438,426.8521893,4,88.95509294,3351.039867,6.707600759
#00359,393.2830009,2195.432079,2.128781607,414.297549,9,135.3390979,521.9056396,4.366101577
#00360,956.4493171,3346.772594,2.676741976,143.7137622,0,170.8876682,467.0542285,9.189395791
#00361,187.9437609,3909.349414,1.504066099,546.8242976,10,96.54750089,137.9429899,6.38800845
#00362,904.079971,2282.403997,2.606507211,326.0850907,2,160.6659629,3553.916514,5.326489053
#00363,544.2621441,3649.154134,1.008726776,669.9213411,11,66.19790291,4827.5183,6.783435757
#00364,457.4545102,3310.504657,2.098163293,313.2443784,3,195.0645676,341.1179884,9.152160587
#00365,882.1593688,2765.725678,2.75313768,961.9303027,0,119.0483508,3679.034862,3.685259575
#00366,459.1453578,2515.633649,1.508258544,247.6278292,6,11.17661988,4772.510914,5.466729075
#00367,724.443469,2702.977849,1.928246115,561.0140056,18,105.3310539,1189.036172,2.965370398
#00368,399.6262964,4689.834634,2.652521246,310.7046664,17,153.2188829,4268.346067,1.464336581
#00369,904.1403485,2095.611351,1.055159959,372.3914661,12,67.34465025,4664.257657,3.51271905
#00370,690.3349952,2442.453522,1.235868982,974.9478022,4,129.3905602,3051.310258,9.76704906
#00371,699.9224322,3554.50961,2.232234514,935.8761395,8,186.9476056,4678.534278,7.082751648
#00372,328.3926812,4047.922748,1.997714305,278.8856913,19,171.2312728,4779.531318,1.177550439
#00373,757.0218641,3230.95906,2.63741536,498.9697118,16,172.3878761,1217.214938,4.298554123
#00374,636.4249944,2721.073499,2.158471128,416.9137048,19,84.29536403,3312.316666,6.924553403
#00375,240.7802531,2823.04229,1.112331843,266.8111282,1,22.95847618,1990.645154,5.028396145
#00376,161.3782837,3948.19584,2.973404419,209.2732264,3,198.6447104,3868.428541,5.447966572
#00377,796.595083,4138.705452,1.022897899,324.8437475,13,183.7617713,4091.500927,4.155772016
#00378,959.2074364,4910.856928,1.938332229,573.1621739,13,19.94894962,2654.625129,1.774163698
#00379,458.6806884,4110.523429,1.918627037,643.634145,5,25.63628588,4121.384942,6.969771347
#00380,591.3931812,3265.746397,2.720681234,303.5743857,3,20.8254719,4675.995338,7.752000619
#00381,857.8649215,2736.618547,2.445934034,237.7540849,9,129.9547854,3565.293442,5.831941415
#00382,457.7662299,3603.9163,1.283336536,333.3764535,3,18.09257905,1367.5662,1.96796536
#00383,951.9226024,4179.698574,1.942554212,488.8383083,7,34.8689324,2782.992889,7.616976004
#00384,576.1754109,2349.776064,1.221649003,522.1046566,1,106.8862631,4203.635058,1.157541171
#00385,820.9463536,2179.427585,2.911523953,505.0784848,18,197.7324743,1182.900079,4.780350574
#00386,908.9348747,2672.474735,1.985499795,320.3948858,11,10.3949965,1232.74488,1.751769251
#00387,815.7082949,3257.741961,2.139997116,607.8891051,3,148.5370723,4815.260643,7.092646432
#00388,160.255049,4001.523252,1.451748109,414.5529207,12,75.35129284,1611.772306,9.079005093
#00389,629.2695406,2027.430881,1.170012884,198.5873485,14,95.47564157,3754.537068,4.078525328
#00390,399.0358244,3615.668807,1.623571053,709.9534298,0,58.51342499,2285.294573,9.189274549
#00391,63.65023907,2872.624024,2.772310238,655.2535148,11,67.70438881,110.1327998,2.782278397
#00392,424.6082196,3005.046513,2.236297416,888.0543084,14,133.8065618,4466.770398,4.769564971
#00393,259.4253828,3299.689838,1.679052584,217.9458147,0,89.4453825,1509.955319,4.615839234
#00394,849.1892701,3380.074373,2.171590854,627.6129005,16,168.2169304,1947.107053,7.715473659
#00395,34.27132192,3205.341643,2.503020502,1007.672542,5,163.6991017,3.237179998,5.823527967
#00396,959.0237391,2262.17925,2.900521872,182.7473231,3,71.70673625,1808.81726,8.74478159
#00397,356.0134796,2477.43113,2.917907746,473.7791379,19,130.415061,2243.578897,2.668551657
#00398,357.3501835,3480.078109,2.415733905,791.3551309,19,69.41327843,2212.970458,6.061450042
#00399,17.31217418,3159.670349,2.692240631,946.7066912,2,149.4589906,338.2679767,6.534840924
#00400,186.0470929,4990.105034,1.782101421,636.2700125,8,18.40362874,3564.955081,3.365301709
#00401,401.8582413,4308.858511,2.661996517,214.8288995,0,135.7971515,4796.085634,4.372214863
#00402,929.3621259,3748.553804,2.243304376,508.3861416,6,71.80305247,939.2372649,2.742539885
#00403,100.5153153,3643.505174,2.028462813,314.4943256,5,53.60825666,246.4752943,1.439457183
#00404,945.3562319,2149.987974,1.063214022,783.873497,5,39.20283103,1945.366521,2.469722837
#00405,869.619042,4030.194599,2.148668933,253.4441084,14,128.7340704,2832.142189,8.072300553
#00406,454.7082345,3696.290525,2.831741805,411.8934007,2,131.3776229,4249.919743,2.277875616
#00407,327.3741809,3547.70047,2.577618352,658.818206,19,74.45546846,986.3231517,8.799763123
#00408,233.5113851,4299.334041,2.698151653,1006.600406,10,84.32991537,1916.0075,7.106375999
#00409,614.8502418,4348.971194,2.018869523,611.3342566,16,130.7369966,2914.341715,1.874523503
#00410,34.04151688,2650.071957,1.579176275,297.8470129,4,14.97798821,1023.310367,1.64259712
#00411,16.59045838,2553.947649,2.843913343,631.5230503,5,31.28159305,1549.701564,2.468586158
#00412,429.3669268,3978.99961,2.112466564,833.2804119,6,100.9971825,1358.632545,4.835929224
#00413,69.0059999,2992.407048,1.544738015,307.0289866,6,99.2629253,3591.637382,4.076656068
#00414,252.6890473,3364.337459,2.889858588,327.6793733,14,83.6939436,3733.296052,6.120139338
#00415,221.9397544,2133.13198,1.371925998,239.8596084,11,83.39262685,975.6636953,9.700577111
#00416,253.9380025,3268.816824,2.531123295,840.6244718,19,51.74575642,1703.777844,1.397368329
#00417,131.924176,4825.546911,1.448301811,673.2815195,17,98.99669006,2290.346674,3.30465331
#00418,13.02418667,4063.005788,2.618000473,899.1528153,18,152.9789183,157.2711309,1.807929341
#00419,116.3688128,4458.216493,2.216673437,958.5593086,15,92.38603076,1298.428347,3.314552603
#00420,618.8617793,3882.574143,2.052484303,199.4167421,4,122.6190331,697.1797509,9.560606359
#00421,974.2819566,3755.325231,1.965770888,227.5444347,7,106.8272996,1204.094131,9.449372836
#00422,990.3546566,4912.564864,1.18001977,708.7068803,13,60.75965827,3948.185458,5.487441029
#00423,409.6450413,3469.141635,1.839249442,471.7850152,11,56.15245109,2009.213897,9.555031035
#00424,163.7914716,4370.905889,1.529411582,370.6755898,8,104.6710129,190.3913646,5.01161952
#00425,639.1229956,2694.232883,2.996784149,476.8667449,18,162.6649076,4357.525243,1.720515301
#00426,490.8150412,2305.883404,2.400242357,503.0871855,5,43.17270334,3372.847214,5.001195679
#00427,989.4203675,2543.980976,2.459582742,938.0802996,17,132.5855162,3159.123801,3.759264736
#00428,66.23890294,3026.912351,2.483440619,278.3512466,10,126.4784574,1777.847253,9.568264425
#00429,783.4512039,3382.048567,2.124203452,128.9130254,3,164.7771042,3872.996298,7.725886393
#00430,289.1100988,4668.161112,2.450170217,515.4397032,8,128.4088609,1538.720573,3.624211671
#00431,242.1772015,3777.876594,1.353361742,156.5088541,13,147.3179635,1775.683556,1.403076702
#00432,662.842067,3927.830278,2.479792625,641.9899824,16,160.3468314,106.5717968,4.703588156
#00433,246.8171218,3154.84714,1.0975097,657.9931691,12,100.6559489,4838.272782,7.577116439
#00434,666.1932584,4008.859816,1.830149497,614.7115151,16,87.35076856,871.9969619,6.950784226
#00435,517.7912087,3212.347837,2.125063183,238.5808014,7,39.06805416,3045.679327,8.552705062
#00436,424.6648994,3824.207345,1.319310677,653.7414501,0,61.3652338,4652.940728,3.591730688
#00437,555.1331209,3607.430014,1.463131524,307.8399275,9,174.6848577,1109.775127,9.051890716
#00438,287.7644684,2923.719626,1.070167237,325.5664357,1,103.1471586,3106.486991,8.471420641
#00439,706.8681316,2250.807438,1.185531792,745.3232429,9,10.98368612,2842.335212,2.529701866
#00440,415.4420125,2367.811763,1.334172561,991.8000065,4,109.3658738,3601.984045,6.883365883
#00441,361.1850149,3724.716938,1.172056758,880.1075572,10,90.98516417,2481.343718,2.48168173
#00442,828.8282576,2219.334284,1.347984921,759.1820623,4,141.6699083,305.7151292,3.252068318
#00443,925.041945,3359.166706,2.215890249,903.3189991,0,31.78763714,1856.208417,8.113586754
#00444,46.96130358,4697.182813,1.028289979,914.8349092,6,55.71711197,2906.671579,2.374383073
#00445,233.3943658,3747.917222,2.088311212,537.1569273,8,160.647765,3672.128203,6.223778645
#00446,349.1708501,4929.988878,1.127258648,605.9346096,17,180.1034665,3978.950535,9.616365511
#00447,815.1515129,2863.642469,2.265911123,736.4255344,4,137.3733949,4882.610474,4.675410382
#00448,985.5059362,3949.7403,1.653307715,926.8152595,15,58.16835627,2140.542275,8.220836846
#00449,969.002733,4804.264687,1.832473971,213.7804734,2,185.8072472,808.6676632,4.867490279
#00450,905.0433972,3048.212758,1.006871373,473.4586131,17,58.20799787,3279.410421,8.397547981
#00451,297.2597088,3600.741643,2.850948482,160.6894087,13,131.8101234,1202.837791,8.290887076
#00452,992.0192322,4541.535413,2.533267465,350.5997897,17,85.28939623,2847.274988,3.628864159
#00453,250.170621,2994.004055,1.083006044,933.8622544,3,117.0728993,4982.625047,7.328859263
#00454,106.8002487,2026.860612,2.638400217,964.8378078,18,156.6348744,4567.807792,2.529193589
#00455,951.0016584,4970.676555,1.918910663,561.6558594,3,43.47292636,4186.626109,2.593551704
#00456,234.1868352,3218.36773,1.548648306,521.033499,16,125.4237137,2944.46794,5.658124153
#00457,690.0784968,2328.424992,2.094536575,917.0359292,18,106.8074358,3464.049921,7.673296933
#00458,59.29800262,4208.082402,2.930980092,309.1726107,2,156.7155959,3103.817094,5.660115881
#00459,730.97839,2975.178487,1.876105996,385.7581526,6,178.3993044,92.37124155,5.427458176
#00460,881.8384921,2505.370193,1.546066655,542.1226535,4,83.47894864,3773.439309,8.504648802
#00461,273.1644586,2355.471549,2.128659139,308.9700129,8,133.8809667,2360.272927,3.247947723
#00462,379.6778392,4092.720845,1.434913049,165.8272856,5,113.2124978,1274.016568,4.771032054
#00463,374.9218871,4979.786644,1.961934056,459.5326974,12,197.4663182,136.3787623,7.117329497
#00464,749.0394693,3175.744047,1.713212857,760.61017,14,70.63963342,4550.66853,1.794709583
#00465,238.5694353,4291.215825,1.786595215,388.7572545,12,116.2240537,227.4712349,4.274399872
#00466,172.6812459,3962.72096,2.437628239,167.2972866,16,189.0752563,486.901496,5.414724933
#00467,449.842357,3262.884528,1.21380553,993.2075265,3,183.4003867,133.442949,8.453978394
#00468,305.163939,2146.801822,2.101574235,969.4355036,18,37.3287584,2191.871928,4.347673951
#00469,839.3499331,3228.286863,1.488075131,682.0555049,15,190.48947,4709.443962,3.439886894
#00470,238.5040842,2087.797052,1.646205375,1006.848058,8,150.6965271,1999.203355,1.636378794
#00471,502.887068,4856.724932,2.110791984,895.753784,8,110.7220098,4704.413614,5.763541922
#00472,942.6410161,3228.164624,2.164715423,150.2470911,3,174.9648342,4417.554296,8.203842734
#00473,634.3637,3737.720562,1.877825865,737.5929912,1,40.61033223,4168.960844,7.961575215
#00474,867.4221161,4822.20464,2.858654515,656.2120709,2,168.5924773,1448.493171,3.145244313
#00475,940.2694797,3728.073845,1.268913905,310.4297621,18,79.66042897,4547.775588,7.770896732
#00476,751.014097,2516.986784,1.29087094,893.0999478,0,21.19834265,2938.827904,2.934945153
#00477,699.8754852,4854.840737,1.874529987,325.2103541,3,118.8674376,2556.094872,4.393579527
#00478,967.997601,2563.819611,1.704742704,424.6886711,9,45.30854415,1077.727782,9.117900563
#00479,994.4063889,2384.438431,1.894966931,496.3169608,9,152.5368813,3572.207677,5.36597617
